date,product_id,category,season,cost_price,competitor_price,stock_level,promotion,day_of_week,current_price,discount,effective_price,units_sold,revenue
2024-03-03,P0092,Household,Spring,57.46,10.96,234,0,Wed,95.92,0.0,95.92,1,95.92
2024-03-04,P0092,Clothing,Winter,93.81,39.67,621,0,Mon,126.84,0.0,126.84,1,126.84
2024-03-05,P0092,Household,Spring,69.63,10.89,56,1,Wed,82.22,0.22,64.1316,1,64.13
2024-03-06,P0092,Electronics,Autumn,31.53,117.85,856,0,Wed,50.33,0.0,50.33,122,6140.26
2024-03-07,P0092,Groceries,Spring,96.34,32.56,257,0,Sat,148.79,0.0,148.79,1,148.79
2024-03-08,P0092,Groceries,Summer,34.93,89.78,199,0,Sat,39.77,0.0,39.77,148,5885.96
2024-03-09,P0092,Household,Autumn,98.34,51.65,249,1,Sat,145.85,0.19,118.13850000000001,1,118.14
2024-03-10,P0092,Household,Autumn,20.01,81.85,668,1,Wed,25.48,0.21,20.1292,63,1268.14
2024-03-11,P0092,Household,Autumn,99.97,31.35,545,1,Tue,118.08,0.23,90.9216,1,90.92
2024-03-12,P0092,Beverages,Autumn,8.51,12.2,115,0,Sun,10.44,0.0,10.44,81,845.64
2024-03-13,P0092,Snacks,Winter,71.61,97.22,454,0,Tue,89.29,0.0,89.29,28,2500.12
2024-03-14,P0092,Snacks,Autumn,74.3,86.29,725,1,Fri,90.06,0.12,79.25280000000001,72,5706.2
2024-03-15,P0092,Groceries,Autumn,68.28,14.02,976,0,Tue,83.81,0.0,83.81,1,83.81
2024-03-16,P0092,Beverages,Autumn,77.98,87.98,87,1,Mon,115.16,0.2,92.128,87,8015.14
2024-03-17,P0092,Household,Summer,47.71,72.12,470,0,Fri,53.98,0.0,53.98,44,2375.12
2024-03-18,P0092,Groceries,Summer,6.36,21.41,573,0,Fri,8.32,0.0,8.32,39,324.48
2024-03-19,P0092,Beverages,Autumn,36.42,99.25,952,0,Sat,42.84,0.0,42.84,127,5440.68
2024-03-20,P0092,Electronics,Winter,64.59,84.17,900,0,Wed,99.16,0.0,99.16,9,892.44
2024-03-21,P0092,Clothing,Spring,64.98,61.31,79,1,Thu,114.6,0.23,88.242,23,2029.57
2024-03-22,P0092,Beverages,Winter,20.32,22.26,986,1,Sat,22.98,0.22,17.924400000000002,35,627.35
2024-03-23,P0092,Groceries,Autumn,26.05,65.28,405,1,Thu,44.99,0.19,36.441900000000004,55,2004.3
2024-03-24,P0092,Snacks,Autumn,49.18,20.36,407,0,Sun,80.44,0.0,80.44,1,80.44
2024-03-25,P0092,Household,Winter,73.13,22.89,654,0,Sat,108.32,0.0,108.32,1,108.32
2024-03-26,P0092,Clothing,Autumn,85.43,29.72,477,0,Sat,150.74,0.0,150.74,1,150.74
2024-03-27,P0092,Electronics,Spring,9.56,78.89,363,0,Thu,11.99,0.0,11.99,50,599.5
2024-03-28,P0092,Clothing,Summer,92.64,81.88,326,0,Sat,104.77,0.0,104.77,53,5552.81
2024-03-29,P0092,Clothing,Spring,92.85,9.66,455,1,Sat,153.07,0.09,139.2937,1,139.29
2024-03-30,P0092,Beverages,Spring,1.79,78.46,559,1,Wed,2.12,0.15,1.802,66,118.93
2024-03-31,P0092,Groceries,Spring,51.13,5.12,739,0,Tue,86.05,0.0,86.05,1,86.05
2024-04-01,P0092,Groceries,Winter,59.13,108.69,672,0,Mon,103.04,0.0,103.04,46,4739.84
2024-04-02,P0092,Clothing,Winter,55.82,93.66,583,0,Thu,71.11,0.0,71.11,65,4622.15
2024-04-03,P0092,Household,Spring,61.96,87.2,166,1,Tue,105.59,0.18,86.58380000000001,67,5801.11
2024-04-04,P0092,Groceries,Winter,50.83,29.47,422,0,Mon,74.9,0.0,74.9,1,74.9
2024-04-05,P0092,Clothing,Autumn,30.09,118.52,63,0,Fri,40.42,0.0,40.42,113,4567.46
2024-04-06,P0092,Groceries,Summer,10.47,110.99,685,0,Tue,13.57,0.0,13.57,58,787.06
2024-04-07,P0092,Household,Winter,21.63,59.3,763,0,Wed,35.68,0.0,35.68,102,3639.36
2024-04-08,P0092,Electronics,Winter,74.29,5.13,424,1,Tue,116.17,0.18,95.25940000000001,1,95.26
2024-04-09,P0092,Clothing,Spring,24.87,61.86,105,1,Tue,42.04,0.06,39.517599999999995,126,4979.22
2024-04-10,P0092,Snacks,Summer,83.14,19.32,955,0,Sat,127.15,0.0,127.15,1,127.15
2024-04-11,P0092,Snacks,Autumn,40.95,71.53,290,0,Wed,55.28,0.0,55.28,30,1658.4
2024-04-12,P0092,Clothing,Autumn,42.03,118.4,91,0,Wed,56.85,0.0,56.85,157,8925.45
2024-04-13,P0092,Beverages,Summer,86.98,91.07,650,0,Thu,151.22,0.0,151.22,25,3780.5
2024-04-14,P0092,Electronics,Autumn,22.21,39.35,540,1,Wed,34.81,0.13,30.2847,110,3331.32
2024-04-15,P0092,Beverages,Summer,19.77,47.9,331,0,Sat,33.41,0.0,33.41,77,2572.57
2024-04-16,P0092,Snacks,Spring,98.56,113.4,377,0,Sun,160.97,0.0,160.97,54,8692.38
2024-04-17,P0092,Household,Autumn,54.52,14.11,129,0,Thu,67.74,0.0,67.74,1,67.74
2024-04-18,P0092,Clothing,Autumn,19.86,106.93,333,0,Thu,28.16,0.0,28.16,31,872.96
2024-04-19,P0092,Groceries,Summer,17.41,9.87,198,0,Sun,20.17,0.0,20.17,8,161.36
2024-04-20,P0092,Snacks,Autumn,86.3,50.34,730,0,Wed,145.47,0.0,145.47,1,145.47
2024-04-21,P0092,Electronics,Winter,60.38,89.71,278,0,Fri,90.06,0.0,90.06,66,5943.96
2024-04-22,P0092,Snacks,Spring,12.39,48.01,896,0,Sun,21.55,0.0,21.55,139,2995.45
2024-04-23,P0092,Electronics,Autumn,88.8,68.96,196,1,Wed,108.14,0.23,83.26780000000001,88,7327.57
2024-04-24,P0092,Electronics,Autumn,44.95,59.4,324,0,Tue,78.5,0.0,78.5,52,4082.0
2024-04-25,P0092,Clothing,Autumn,98.95,72.95,411,0,Sat,170.3,0.0,170.3,1,170.3
2024-04-26,P0092,Electronics,Summer,28.89,21.34,810,0,Sun,35.03,0.0,35.03,33,1155.99
2024-04-27,P0092,Beverages,Spring,53.35,69.79,450,0,Wed,87.17,0.0,87.17,73,6363.41
2024-04-28,P0092,Household,Spring,18.14,118.48,937,1,Sun,25.93,0.23,19.9661,60,1197.97
2024-04-29,P0092,Snacks,Autumn,44.53,24.07,592,0,Tue,57.21,0.0,57.21,1,57.21
2024-01-01,P0093,Household,Autumn,18.48,8.97,268,0,Sat,32.25,0.0,32.25,1,32.25
2024-01-02,P0093,Groceries,Summer,31.42,47.62,999,0,Wed,52.06,0.0,52.06,24,1249.44
2024-01-03,P0093,Snacks,Spring,27.72,45.55,406,0,Fri,33.67,0.0,33.67,36,1212.12
2024-01-04,P0093,Household,Winter,29.03,15.96,873,0,Thu,51.26,0.0,51.26,1,51.26
2024-01-05,P0093,Household,Autumn,97.01,69.01,787,0,Sat,142.57,0.0,142.57,1,142.57
2024-01-06,P0093,Clothing,Winter,4.81,53.07,580,0,Wed,7.14,0.0,7.14,176,1256.64
2024-01-07,P0093,Clothing,Winter,50.19,100.59,143,0,Tue,78.74,0.0,78.74,91,7165.34
2024-01-08,P0093,Groceries,Spring,63.3,51.33,579,1,Thu,88.26,0.15,75.021,50,3751.05
2024-01-09,P0093,Electronics,Winter,66.42,118.29,185,1,Wed,90.25,0.14,77.615,149,11564.63
2024-01-10,P0093,Snacks,Autumn,75.7,93.8,249,1,Tue,123.52,0.07,114.87359999999998,26,2986.71
2024-01-11,P0093,Clothing,Autumn,76.34,59.01,719,0,Thu,110.2,0.0,110.2,18,1983.6
2024-01-12,P0093,Snacks,Summer,95.59,66.71,614,1,Sat,143.84,0.23,110.7568,35,3876.49
2024-01-13,P0093,Groceries,Spring,75.81,104.14,202,1,Tue,102.32,0.13,89.0184,42,3738.77
2024-01-14,P0093,Clothing,Spring,82.55,93.12,816,1,Wed,125.04,0.19,101.28240000000001,63,6380.79
2024-01-15,P0093,Clothing,Winter,53.7,79.27,612,1,Wed,83.88,0.23,64.5876,132,8525.56
2024-01-16,P0093,Electronics,Autumn,66.11,32.75,159,1,Tue,84.26,0.12,74.14880000000001,1,74.15
2024-01-17,P0093,Snacks,Autumn,48.33,49.83,863,0,Fri,84.35,0.0,84.35,26,2193.1
2024-01-18,P0093,Snacks,Summer,28.37,94.67,225,0,Sun,41.35,0.0,41.35,41,1695.35
2024-01-19,P0093,Snacks,Winter,32.02,75.67,131,0,Sun,43.53,0.0,43.53,41,1784.73
2024-01-20,P0093,Electronics,Autumn,36.69,114.82,637,1,Thu,58.26,0.07,54.181799999999996,59,3196.73
2024-01-21,P0093,Clothing,Spring,34.72,104.87,129,0,Sun,61.03,0.0,61.03,64,3905.92
2024-01-22,P0093,Groceries,Summer,53.78,51.82,805,1,Sun,79.67,0.2,63.736000000000004,42,2676.91
2024-01-23,P0093,Snacks,Spring,25.52,35.96,618,0,Fri,33.99,0.0,33.99,76,2583.24
2024-01-24,P0093,Household,Summer,52.15,15.76,127,0,Sat,81.59,0.0,81.59,1,81.59
2024-01-25,P0093,Electronics,Spring,91.71,49.51,626,0,Tue,160.05,0.0,160.05,1,160.05
2024-01-26,P0093,Beverages,Winter,41.19,27.98,224,0,Sat,50.51,0.0,50.51,24,1212.24
2024-01-27,P0093,Groceries,Autumn,23.04,2.99,468,0,Sat,33.96,0.0,33.96,1,33.96
2024-01-28,P0093,Household,Spring,35.34,17.45,585,0,Wed,44.36,0.0,44.36,1,44.36
2024-01-29,P0093,Snacks,Winter,87.81,54.91,614,0,Sun,129.36,0.0,129.36,1,129.36
2024-01-30,P0093,Beverages,Spring,94.23,107.2,844,1,Fri,154.87,0.2,123.89600000000002,71,8796.62
2024-01-31,P0093,Groceries,Winter,88.78,39.19,848,0,Sun,147.59,0.0,147.59,1,147.59
2024-02-01,P0093,Electronics,Summer,29.45,53.49,491,1,Tue,33.14,0.2,26.512,54,1431.65
2024-02-02,P0093,Beverages,Winter,39.4,46.7,715,1,Wed,51.64,0.19,41.8284,54,2258.73
2024-02-03,P0093,Clothing,Spring,97.52,44.91,343,1,Tue,121.24,0.09,110.3284,1,110.33
2024-02-04,P0093,Beverages,Autumn,33.06,86.99,688,0,Fri,43.06,0.0,43.06,25,1076.5
2024-02-05,P0093,Household,Summer,14.65,61.22,245,0,Thu,20.86,0.0,20.86,43,896.98
2024-02-06,P0093,Groceries,Summer,28.93,49.6,397,0,Wed,33.24,0.0,33.24,121,4022.04
2024-02-07,P0093,Household,Winter,96.43,113.26,139,0,Tue,139.23,0.0,139.23,39,5429.97
2024-02-08,P0093,Household,Spring,42.17,33.88,460,1,Mon,68.04,0.25,51.03,57,2908.71
2024-02-09,P0093,Snacks,Winter,93.45,100.11,483,0,Sun,135.3,0.0,135.3,39,5276.7
2024-02-10,P0093,Electronics,Summer,11.3,62.29,88,0,Fri,17.58,0.0,17.58,48,843.84
2024-02-11,P0093,Beverages,Autumn,76.84,53.56,484,0,Tue,126.32,0.0,126.32,1,126.32
2024-02-12,P0093,Groceries,Winter,10.24,8.49,163,0,Fri,17.94,0.0,17.94,10,179.4
2024-02-13,P0093,Clothing,Spring,20.55,103.16,719,1,Wed,34.72,0.21,27.4288,134,3675.46
2024-02-14,P0093,Electronics,Winter,61.99,33.21,690,0,Wed,105.04,0.0,105.04,1,105.04
2024-02-15,P0093,Electronics,Winter,44.01,81.84,232,0,Tue,58.0,0.0,58.0,127,7366.0
2024-02-16,P0093,Groceries,Winter,67.0,105.06,274,0,Sat,90.44,0.0,90.44,33,2984.52
2024-02-17,P0093,Electronics,Autumn,97.37,64.8,216,0,Sat,126.66,0.0,126.66,4,506.64
2024-02-18,P0093,Snacks,Spring,6.22,77.24,97,0,Tue,10.56,0.0,10.56,103,1087.68
2024-02-19,P0093,Electronics,Spring,19.97,41.48,49,0,Wed,27.36,0.0,27.36,17,465.12
2024-02-20,P0093,Snacks,Summer,64.38,87.46,365,1,Mon,71.2,0.07,66.216,34,2251.34
2024-02-21,P0093,Beverages,Summer,89.76,79.14,811,0,Sat,104.53,0.0,104.53,35,3658.55
2024-02-22,P0093,Beverages,Winter,79.97,53.93,247,0,Wed,95.04,0.0,95.04,3,285.12
2024-02-23,P0093,Household,Summer,47.09,76.52,502,0,Thu,53.72,0.0,53.72,108,5801.76
2024-02-24,P0093,Snacks,Spring,74.8,32.26,808,1,Sun,113.01,0.21,89.2779,1,89.28
2024-02-25,P0093,Clothing,Winter,21.6,79.28,920,0,Sun,24.97,0.0,24.97,63,1573.11
2024-02-26,P0093,Beverages,Summer,2.36,81.06,239,0,Sun,3.67,0.0,3.67,92,337.64
2024-02-27,P0093,Electronics,Autumn,57.43,53.94,869,1,Fri,73.22,0.16,61.504799999999996,50,3075.24
2024-02-28,P0093,Groceries,Summer,81.51,30.68,98,0,Sat,133.97,0.0,133.97,1,133.97
2024-02-29,P0093,Groceries,Autumn,43.91,96.56,977,0,Sat,67.26,0.0,67.26,32,2152.32
2024-03-01,P0093,Snacks,Summer,57.36,90.74,310,1,Tue,99.23,0.06,93.2762,21,1958.8
2024-03-02,P0093,Clothing,Spring,42.8,7.79,996,0,Tue,60.98,0.0,60.98,1,60.98
2024-03-03,P0093,Household,Summer,51.89,59.82,596,0,Fri,71.3,0.0,71.3,71,5062.3
2024-03-04,P0093,Electronics,Autumn,88.55,11.96,140,0,Wed,117.76,0.0,117.76,1,117.76
2024-03-05,P0093,Snacks,Autumn,48.34,39.03,138,0,Fri,59.33,0.0,59.33,19,1127.27
2024-03-06,P0093,Groceries,Summer,1.74,51.25,946,1,Thu,2.32,0.09,2.1111999999999997,237,500.35
2024-03-07,P0093,Snacks,Winter,80.19,22.05,443,0,Tue,88.68,0.0,88.68,1,88.68
2024-03-08,P0093,Electronics,Autumn,62.15,56.8,191,1,Wed,108.03,0.25,81.02250000000001,21,1701.47
2024-03-09,P0093,Clothing,Spring,73.31,85.04,609,0,Fri,130.6,0.0,130.6,24,3134.4
2024-03-10,P0093,Clothing,Summer,90.21,53.0,735,0,Wed,156.2,0.0,156.2,1,156.2
2024-03-11,P0093,Beverages,Autumn,29.34,28.86,536,1,Sat,33.71,0.1,30.339000000000002,17,515.76
2024-03-12,P0093,Electronics,Summer,50.8,50.36,989,1,Tue,60.93,0.2,48.744,48,2339.71
2024-03-13,P0093,Beverages,Summer,60.65,71.5,633,0,Sun,101.84,0.0,101.84,56,5703.04
2024-03-14,P0093,Beverages,Winter,35.19,112.43,996,0,Tue,50.98,0.0,50.98,136,6933.28
2024-03-15,P0093,Beverages,Summer,84.76,60.43,708,0,Fri,96.75,0.0,96.75,30,2902.5
2024-03-16,P0093,Snacks,Summer,70.06,106.66,381,0,Mon,93.0,0.0,93.0,59,5487.0
2024-03-17,P0093,Groceries,Summer,73.61,118.16,368,0,Tue,99.76,0.0,99.76,51,5087.76
2024-03-18,P0093,Clothing,Spring,80.99,67.52,963,0,Thu,125.48,0.0,125.48,25,3137.0
2024-03-19,P0093,Snacks,Summer,26.55,18.5,936,0,Sat,30.39,0.0,30.39,21,638.19
2024-03-20,P0093,Groceries,Spring,74.82,105.16,450,0,Thu,129.59,0.0,129.59,44,5701.96
2024-03-21,P0093,Clothing,Summer,77.61,103.62,896,0,Sun,90.19,0.0,90.19,78,7034.82
2024-03-22,P0093,Electronics,Winter,84.4,104.36,405,0,Wed,115.3,0.0,115.3,90,10377.0
2024-03-23,P0093,Clothing,Winter,49.37,114.12,337,1,Sun,55.63,0.06,52.2922,67,3503.58
2024-03-24,P0093,Clothing,Autumn,50.91,33.9,34,1,Fri,77.23,0.2,61.784000000000006,30,1853.52
2024-03-25,P0093,Clothing,Summer,10.72,40.68,745,1,Wed,18.53,0.1,16.677000000000003,79,1317.48
2024-03-26,P0093,Household,Winter,85.36,82.76,479,0,Tue,146.23,0.0,146.23,21,3070.83
2024-03-27,P0093,Electronics,Winter,53.82,68.1,237,1,Fri,76.39,0.1,68.751,58,3987.56
2024-03-28,P0093,Snacks,Summer,59.85,104.34,460,0,Sat,74.84,0.0,74.84,113,8456.92
2024-03-29,P0093,Snacks,Autumn,13.02,31.29,856,1,Wed,16.19,0.23,12.466300000000002,199,2480.79
2024-03-30,P0093,Groceries,Spring,60.58,79.35,752,0,Sat,72.48,0.0,72.48,57,4131.36
2024-03-31,P0093,Snacks,Winter,5.16,112.91,532,1,Sat,7.68,0.19,6.2208000000000006,66,410.57
2024-04-01,P0093,Beverages,Winter,92.4,26.69,243,0,Sat,114.79,0.0,114.79,1,114.79
2024-04-02,P0093,Clothing,Spring,86.49,37.52,670,0,Tue,123.39,0.0,123.39,1,123.39
2024-04-03,P0093,Snacks,Winter,20.24,49.48,821,1,Wed,36.04,0.19,29.192400000000003,93,2714.89
2024-04-04,P0093,Groceries,Spring,59.79,11.36,36,1,Tue,71.35,0.21,56.366499999999995,1,56.37
2024-04-05,P0093,Groceries,Spring,60.67,22.05,238,0,Sat,80.95,0.0,80.95,1,80.95
2024-04-06,P0093,Beverages,Autumn,80.54,46.47,211,1,Wed,132.28,0.2,105.82400000000001,1,105.82
2024-04-07,P0093,Groceries,Spring,75.94,9.85,462,0,Fri,104.55,0.0,104.55,1,104.55
2024-04-08,P0093,Household,Spring,99.33,44.15,913,0,Sun,148.55,0.0,148.55,1,148.55
2024-04-09,P0093,Clothing,Spring,35.73,30.05,994,1,Tue,40.14,0.15,34.119,11,375.31
2024-04-10,P0093,Clothing,Spring,13.34,103.88,992,0,Thu,15.63,0.0,15.63,72,1125.36
2024-04-11,P0093,Clothing,Winter,57.77,73.41,673,1,Mon,85.57,0.16,71.8788,71,5103.39
2024-04-12,P0093,Electronics,Spring,76.64,107.92,701,1,Fri,87.76,0.19,71.08560000000001,63,4478.39
2024-04-13,P0093,Snacks,Winter,29.29,25.14,137,0,Sun,49.99,0.0,49.99,2,99.98
2024-04-14,P0093,Household,Summer,24.38,10.72,382,0,Tue,41.24,0.0,41.24,1,41.24
2024-04-15,P0093,Snacks,Summer,80.44,43.13,831,0,Sun,88.6,0.0,88.6,1,88.6
2024-04-16,P0093,Household,Spring,75.62,7.71,392,0,Mon,86.6,0.0,86.6,1,86.6
2024-04-17,P0093,Snacks,Autumn,21.14,106.14,421,0,Fri,34.85,0.0,34.85,158,5506.3
2024-04-18,P0093,Beverages,Autumn,87.06,23.39,500,0,Fri,138.33,0.0,138.33,1,138.33
2024-04-19,P0093,Groceries,Winter,14.34,17.79,312,0,Wed,16.64,0.0,16.64,107,1780.48
2024-04-20,P0093,Groceries,Winter,11.81,94.75,73,1,Fri,14.7,0.16,12.347999999999999,114,1407.67
2024-04-21,P0093,Beverages,Summer,35.76,85.78,688,0,Sat,46.1,0.0,46.1,58,2673.8
2024-04-22,P0093,Household,Winter,88.77,7.78,434,0,Mon,132.92,0.0,132.92,1,132.92
2024-04-23,P0093,Electronics,Autumn,69.85,61.64,101,0,Thu,92.16,0.0,92.16,58,5345.28
2024-04-24,P0093,Household,Summer,40.08,54.41,71,0,Sat,50.22,0.0,50.22,34,1707.48
2024-04-25,P0093,Groceries,Spring,16.57,47.04,846,0,Tue,21.71,0.0,21.71,66,1432.86
2024-04-26,P0093,Electronics,Winter,71.63,16.08,717,0,Fri,127.54,0.0,127.54,1,127.54
2024-04-27,P0093,Snacks,Spring,60.32,94.69,349,0,Thu,82.44,0.0,82.44,26,2143.44
2024-04-28,P0093,Electronics,Winter,98.78,29.55,499,0,Mon,158.31,0.0,158.31,1,158.31
2024-04-29,P0093,Household,Autumn,76.79,55.53,676,0,Sun,107.37,0.0,107.37,5,536.85
2024-01-01,P0094,Beverages,Winter,11.11,105.85,916,0,Wed,12.92,0.0,12.92,89,1149.88
2024-01-02,P0094,Snacks,Autumn,73.09,38.87,344,0,Fri,86.53,0.0,86.53,7,605.71
2024-01-03,P0094,Household,Autumn,26.49,5.25,781,0,Fri,37.44,0.0,37.44,1,37.44
2024-01-04,P0094,Snacks,Spring,96.23,106.81,726,0,Fri,161.21,0.0,161.21,36,5803.56
2024-01-05,P0094,Electronics,Winter,2.91,59.77,240,0,Tue,3.74,0.0,3.74,55,205.7
2024-01-06,P0094,Groceries,Spring,24.6,60.15,910,1,Wed,36.35,0.11,32.3515,106,3429.26
2024-01-07,P0094,Household,Autumn,50.4,66.62,192,0,Tue,78.36,0.0,78.36,25,1959.0
2024-01-08,P0094,Beverages,Autumn,8.83,22.41,633,1,Sat,15.48,0.18,12.693600000000002,127,1612.09
2024-01-09,P0094,Electronics,Autumn,35.06,86.07,177,0,Wed,49.96,0.0,49.96,72,3597.12
2024-01-10,P0094,Household,Autumn,50.23,28.53,252,0,Mon,67.0,0.0,67.0,1,67.0
2024-01-11,P0094,Beverages,Summer,45.25,36.84,603,1,Fri,68.85,0.2,55.08,15,826.2
2024-01-12,P0094,Household,Autumn,46.6,76.11,901,0,Mon,60.94,0.0,60.94,88,5362.72
2024-01-13,P0094,Electronics,Winter,88.02,90.22,374,0,Wed,120.14,0.0,120.14,72,8650.08
2024-01-14,P0094,Household,Autumn,51.02,87.94,150,0,Sun,70.49,0.0,70.49,109,7683.41
2024-01-15,P0094,Snacks,Summer,94.16,10.89,860,0,Tue,131.42,0.0,131.42,1,131.42
2024-01-16,P0094,Electronics,Winter,15.63,90.79,84,1,Sat,18.68,0.2,14.944,156,2331.26
2024-01-17,P0094,Household,Summer,28.75,79.86,628,0,Mon,33.76,0.0,33.76,132,4456.32
2024-01-18,P0094,Groceries,Summer,66.0,73.01,791,0,Sat,91.65,0.0,91.65,30,2749.5
2024-01-19,P0094,Household,Winter,29.03,116.06,625,0,Thu,33.54,0.0,33.54,134,4494.36
2024-01-20,P0094,Snacks,Summer,35.38,42.27,626,0,Mon,50.17,0.0,50.17,68,3411.56
2024-01-21,P0094,Beverages,Autumn,90.2,82.29,418,0,Sat,158.9,0.0,158.9,1,158.9
2024-01-22,P0094,Beverages,Spring,54.32,69.21,377,0,Sun,81.92,0.0,81.92,39,3194.88
2024-01-23,P0094,Beverages,Spring,34.13,47.17,345,0,Tue,37.8,0.0,37.8,65,2457.0
2024-01-24,P0094,Groceries,Spring,77.89,94.8,253,0,Fri,112.4,0.0,112.4,16,1798.4
2024-01-25,P0094,Snacks,Winter,8.0,48.97,54,0,Tue,9.42,0.0,9.42,109,1026.78
2024-01-26,P0094,Electronics,Winter,56.8,67.47,245,1,Wed,81.04,0.14,69.6944,49,3415.03
2024-01-27,P0094,Beverages,Winter,10.87,67.71,558,0,Tue,19.37,0.0,19.37,13,251.81
2024-01-28,P0094,Snacks,Spring,18.51,61.85,864,0,Mon,32.64,0.0,32.64,54,1762.56
2024-01-29,P0094,Household,Spring,7.18,55.43,700,0,Tue,10.03,0.0,10.03,14,140.42
2024-01-30,P0094,Groceries,Winter,90.27,20.97,681,0,Sun,157.62,0.0,157.62,1,157.62
2024-01-31,P0094,Snacks,Spring,5.77,29.66,187,1,Tue,6.6,0.11,5.874,171,1004.45
2024-02-01,P0094,Snacks,Summer,52.13,15.7,912,1,Fri,62.97,0.22,49.1166,1,49.12
2024-02-02,P0094,Electronics,Summer,23.27,87.1,368,0,Mon,28.72,0.0,28.72,38,1091.36
2024-02-03,P0094,Snacks,Spring,38.98,89.57,845,0,Thu,44.34,0.0,44.34,134,5941.56
2024-02-04,P0094,Electronics,Winter,49.87,76.98,56,1,Wed,76.32,0.24,58.00319999999999,32,1856.1
2024-02-05,P0094,Groceries,Autumn,45.56,110.2,461,0,Sat,68.64,0.0,68.64,65,4461.6
2024-02-06,P0094,Groceries,Autumn,75.06,32.53,446,0,Tue,113.15,0.0,113.15,1,113.15
2024-02-07,P0094,Household,Spring,91.28,98.7,448,0,Tue,117.17,0.0,117.17,79,9256.43
2024-02-08,P0094,Electronics,Autumn,30.73,23.11,159,1,Tue,47.89,0.17,39.7487,31,1232.21
2024-02-09,P0094,Electronics,Winter,3.43,9.07,892,0,Sat,3.89,0.0,3.89,37,143.93
2024-02-10,P0094,Beverages,Summer,89.5,1.02,728,0,Tue,112.79,0.0,112.79,1,112.79
2024-02-11,P0094,Beverages,Summer,97.9,70.1,728,0,Tue,172.72,0.0,172.72,1,172.72
2024-02-12,P0094,Household,Winter,43.9,93.67,78,1,Fri,48.74,0.08,44.8408,176,7891.98
2024-02-13,P0094,Groceries,Autumn,46.12,98.94,837,1,Sat,54.77,0.14,47.1022,68,3202.95
2024-02-14,P0094,Clothing,Spring,15.27,57.01,941,1,Sun,27.17,0.15,23.0945,93,2147.79
2024-02-15,P0094,Beverages,Summer,48.08,7.99,365,0,Fri,80.06,0.0,80.06,1,80.06
2024-02-16,P0094,Snacks,Autumn,31.03,5.26,413,0,Mon,49.65,0.0,49.65,1,49.65
2024-02-17,P0094,Groceries,Autumn,99.44,110.16,452,1,Fri,175.93,0.06,165.3742,29,4795.85
2024-02-18,P0094,Clothing,Summer,19.3,12.06,278,1,Thu,23.62,0.14,20.313200000000002,11,223.45
2024-02-19,P0094,Snacks,Summer,38.48,94.38,396,1,Fri,54.79,0.2,43.832,99,4339.37
2024-02-20,P0094,Electronics,Spring,62.03,9.28,83,1,Thu,75.83,0.21,59.9057,1,59.91
2024-02-21,P0094,Groceries,Winter,35.17,22.82,858,0,Sun,56.94,0.0,56.94,1,56.94
2024-02-22,P0094,Household,Autumn,47.97,20.38,793,1,Mon,81.31,0.06,76.4314,1,76.43
2024-02-23,P0094,Electronics,Spring,97.37,33.98,714,1,Mon,165.86,0.14,142.6396,1,142.64
2024-02-24,P0094,Electronics,Summer,51.3,49.27,213,0,Sun,71.83,0.0,71.83,39,2801.37
2024-02-25,P0094,Snacks,Winter,91.12,15.84,717,0,Mon,150.66,0.0,150.66,1,150.66
2024-02-26,P0094,Electronics,Winter,5.27,116.81,586,0,Tue,9.33,0.0,9.33,41,382.53
2024-02-27,P0094,Beverages,Autumn,12.86,1.24,738,0,Sun,19.72,0.0,19.72,1,19.72
2024-02-28,P0094,Groceries,Winter,94.51,92.88,627,0,Tue,160.38,0.0,160.38,12,1924.56
2024-02-29,P0094,Beverages,Summer,13.74,63.65,661,1,Sat,22.58,0.21,17.8382,153,2729.24
2024-03-01,P0094,Snacks,Summer,73.92,11.18,818,1,Mon,97.8,0.24,74.328,1,74.33
2024-03-02,P0094,Clothing,Summer,45.15,15.28,190,0,Sat,78.53,0.0,78.53,1,78.53
2024-03-03,P0094,Snacks,Spring,41.27,71.21,340,0,Wed,69.78,0.0,69.78,99,6908.22
2024-03-04,P0094,Groceries,Summer,66.26,38.52,606,1,Fri,84.05,0.23,64.7185,12,776.62
2024-03-05,P0094,Electronics,Spring,73.03,54.57,613,0,Sun,84.16,0.0,84.16,36,3029.76
2024-03-06,P0094,Household,Summer,93.26,66.35,634,0,Wed,135.84,0.0,135.84,1,135.84
2024-03-07,P0094,Snacks,Summer,26.43,69.23,458,1,Tue,32.8,0.12,28.863999999999997,171,4935.74
2024-03-08,P0094,Groceries,Winter,70.11,70.33,340,1,Sun,101.28,0.11,90.1392,40,3605.57
2024-03-09,P0094,Household,Autumn,34.89,9.34,300,0,Tue,59.77,0.0,59.77,1,59.77
2024-03-10,P0094,Electronics,Summer,72.04,89.12,982,1,Fri,82.84,0.22,64.6152,158,10209.2
2024-03-11,P0094,Clothing,Winter,15.07,35.93,314,1,Sat,18.09,0.22,14.1102,175,2469.29
2024-03-12,P0094,Snacks,Winter,46.3,14.62,188,0,Mon,56.5,0.0,56.5,1,56.5
2024-03-13,P0094,Clothing,Autumn,19.18,13.16,386,0,Thu,32.35,0.0,32.35,1,32.35
2024-03-14,P0094,Groceries,Winter,34.31,29.2,114,0,Wed,39.83,0.0,39.83,24,955.92
